Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,Yes,Travel_Frequently,859,Research & Development,20,3,Technical Degree,2132,4,Female,1,Manufacturing Director,4,Married,15020,4,No,21,4,2,28,5,2,36,3,8,2
35,Yes,Travel_Rarely,1047,Research & Development,3,5,Medical,2133,2,Male,1,Manufacturing Director,3,Married,6655,4,No,17,4,0,17,4,1,8,12,10,11
58,Yes,Travel_Frequently,1413,Research & Development,27,3,Medical,2134,1,Male,5,Laboratory Technician,3,Married,12783,9,Yes,16,4,1,31,5,4,31,14,3,11
55,Yes,Travel_Frequently,804,Sales,22,5,Medical,2135,2,Female,5,Sales Representative,2,Single,7279,6,Yes,13,4,3,12,3,4,5,8,2,10
34,Yes,Travel_Frequently,246,Sales,8,2,Medical,2136,3,Male,2,Sales Executive,2,Married,3404,5,No,17,3,2,15,6,2,31,18,6,7
24,Yes,Travel_Frequently,1476,Sales,1,3,Medical,2137,2,Male,3,Sales Executive,4,Divorced,16064,4,Yes,19,4,0,8,6,2,8,2,12,11
41,Yes,Non-Travel,814,Research & Development,27,2,Life Sciences,2138,4,Male,2,Laboratory Technician,4,Single,6840,8,Yes,24,4,1,1,0,1,1,7,3,17
47,Yes,Travel_Frequently,722,Sales,26,1,Other,2139,1,Male,1,Sales Executive,2,Single,4125,9,Yes,14,3,0,35,1,3,36,18,6,0
35,Yes,Travel_Frequently,350,Research & Development,4,3,Medical,2140,1,Male,5,Laboratory Technician,2,Single,8656,4,Yes,15,4,1,23,4,3,10,0,10,6
53,Yes,Travel_Frequently,1057,Sales,10,5,Medical,2141,1,Female,4,Sales Representative,1,Married,7143,5,Yes,15,4,1,16,3,4,2,14,12,9
38,Yes,Non-Travel,1010,Research & Development,16,2,Life Sciences,2142,4,Male,1,Laboratory Technician,1,Single,15893,1,No,15,4,1,5,3,2,16,0,4,8
60,Yes,Travel_Frequently,292,Sales,23,1,Life Sciences,2143,4,Male,1,Sales Representative,3,Divorced,5987,3,Yes,12,3,0,37,0,2,0,1,14,6
41,Yes,Travel_Rarely,588,Human Resources,1,5,Human Resources,2144,4,Male,5,Human Resources,3,Married,11643,3,No,16,4,2,40,5,2,28,11,4,16
29,Yes,Non-Travel,360,Sales,26,1,Life Sciences,2145,4,Male,1,Sales Executive,1,Married,17807,1,No,14,3,1,40,0,4,27,11,0,15
55,Yes,Travel_Frequently,387,Sales,11,2,Marketing,2146,1,Male,4,Sales Executive,2,Divorced,16298,6,Yes,24,4,3,19,5,4,15,6,7,8
44,Yes,Travel_Rarely,301,Sales,29,5,Life Sciences,2147,2,Male,4,Sales Executive,1,Single,14891,4,No,24,3,3,22,0,3,9,16,7,15
29,Yes,Non-Travel,399,Human Resources,25,4,Human Resources,2148,1,Female,2,Human Resources,1,Divorced,17048,4,No,21,4,1,26,3,1,20,5,4,7
39,Yes,Travel_Frequently,1340,Sales,7,3,Marketing,2149,1,Female,3,Sales Representative,1,Single,19027,5,No,19,3,3,11,4,2,19,6,2,16
20,Yes,Non-Travel,488,Sales,2,3,Life Sciences,2150,1,Female,1,Sales Executive,2,Single,18626,9,Yes,20,4,1,2,1,2,33,8,10,13
30,Yes,Non-Travel,825,Sales,25,2,Marketing,2151,3,Male,4,Sales Executive,1,Married,17760,6,No,17,4,3,22,5,4,26,2,8,2
56,Yes,Travel_Frequently,970,Research & Development,7,3,Technical Degree,2152,1,Male,4,Research Scientist,1,Married,9428,7,Yes,18,4,2,26,3,4,1,17,10,2
26,Yes,Travel_Frequently,794,Sales,19,5,Marketing,2153,3,Male,1,Sales Representative,4,Single,6314,0,No,13,3,3,24,3,3,7,9,1,11
34,Yes,Travel_Frequently,107,Research & Development,13,5,Medical,2154,2,Female,3,Laboratory Technician,1,Married,7138,1,Yes,12,3,1,32,5,1,32,13,12,11
58,Yes,Travel_Rarely,586,Research & Development,9,2,Medical,2155,1,Male,3,Research Scientist,1,Divorced,12812,4,Yes,17,3,2,0,6,4,25,13,11,7
26,Yes,Travel_Rarely,1145,Sales,18,1,Life Sciences,2156,2,Male,4,Sales Executive,2,Single,13646,0,Yes,19,4,2,13,2,3,29,9,2,11
36,Yes,Non-Travel,614,Research & Development,6,4,Life Sciences,2157,4,Male,5,Laboratory Technician,4,Married,5608,3,No,14,3,1,1,2,1,36,3,9,14
46,Yes,Travel_Rarely,823,Research & Development,3,2,Medical,2158,3,Male,4,Manufacturing Director,2,Single,6491,8,No,20,3,1,18,0,1,21,6,12,9
19,Yes,Non-Travel,1095,Human Resources,21,5,Medical,2159,4,Female,2,Human Resources,3,Married,13723,9,Yes,19,4,3,11,1,1,17,15,6,17
51,Yes,Travel_Rarely,840,Research & Development,6,5,Medical,2160,4,Female,2,Healthcare Representative,1,Married,15108,3,No,12,4,0,20,5,2,3,11,12,0
38,Yes,Non-Travel,1167,Human Resources,10,2,Human Resources,2161,3,Male,4,Human Resources,2,Married,19411,1,No,17,4,1,10,6,3,39,17,5,15
59,Yes,Travel_Frequently,273,Human Resources,18,2,Human Resources,2162,1,Male,1,Human Resources,1,Divorced,6573,0,Yes,18,4,3,37,0,1,0,9,15,8
52,Yes,Travel_Rarely,594,Sales,24,3,Marketing,2163,2,Male,1,Sales Executive,1,Single,2046,9,Yes,13,3,1,8,1,3,3,6,14,1
52,Yes,Travel_Frequently,1015,Research & Development,15,1,Life Sciences,2164,3,Male,4,Research Scientist,3,Single,7079,2,Yes,13,3,0,35,6,4,13,10,12,11
41,Yes,Travel_Frequently,880,Sales,21,1,Life Sciences,2165,2,Female,2,Sales Executive,1,Married,4399,7,No,18,3,1,23,0,1,8,6,1,13
43,Yes,Travel_Frequently,917,Sales,5,3,Medical,2166,2,Male,1,Sales Representative,1,Single,1306,4,No,25,4,2,19,2,4,40,14,7,15
40,Yes,Non-Travel,563,Research & Development,10,2,Life Sciences,2167,4,Male,3,Research Scientist,1,Single,9366,9,Yes,22,4,0,1,5,2,21,1,6,5
37,Yes,Travel_Rarely,1045,Research & Development,12,5,Technical Degree,2168,1,Male,4,Research Scientist,1,Married,16167,3,Yes,21,4,3,0,3,2,17,13,11,0
23,Yes,Non-Travel,1049,Research & Development,5,4,Life Sciences,2169,4,Male,1,Laboratory Technician,4,Single,9641,1,No,23,4,1,17,5,2,18,13,5,2
53,Yes,Travel_Frequently,1057,Sales,9,5,Technical Degree,2170,2,Male,3,Sales Representative,1,Single,4277,9,No,15,3,0,27,0,3,36,7,12,10
25,Yes,Travel_Rarely,1179,Sales,6,5,Marketing,2171,4,Female,2,Sales Executive,2,Single,8195,7,Yes,14,4,1,8,1,4,37,15,2,8
34,Yes,Non-Travel,961,Research & Development,1,1,Life Sciences,2172,4,Female,5,Research Scientist,1,Single,11273,3,Yes,11,4,2,35,1,1,14,16,13,11
37,Yes,Travel_Frequently,353,Human Resources,14,3,Human Resources,2173,1,Female,3,Human Resources,4,Married,14087,8,No,15,4,1,37,2,2,36,1,4,7
21,Yes,Travel_Rarely,1229,Research & Development,17,5,Technical Degree,2174,2,Male,1,Laboratory Technician,4,Divorced,14151,1,No,25,4,3,25,6,3,16,11,0,12
52,Yes,Non-Travel,902,Sales,24,4,Marketing,2175,1,Male,4,Sales Executive,1,Married,7356,4,Yes,21,3,2,29,1,4,27,10,0,0
40,Yes,Travel_Frequently,795,Sales,26,5,Life Sciences,2176,3,Male,4,Sales Executive,4,Single,7785,9,Yes,13,4,2,20,6,2,27,6,11,13
50,Yes,Non-Travel,439,Sales,3,1,Marketing,2177,3,Male,2,Sales Representative,3,Married,10939,2,No,17,4,1,25,0,2,13,15,15,7
23,Yes,Travel_Rarely,1405,Research & Development,10,3,Medical,2178,2,Male,4,Research Scientist,3,Married,9997,7,Yes,23,3,2,5,3,3,25,5,7,13
45,Yes,Travel_Rarely,633,Research & Development,3,1,Technical Degree,2179,1,Male,1,Laboratory Technician,1,Married,3553,6,No,23,3,0,24,4,4,36,11,8,11
43,Yes,Non-Travel,637,Sales,21,1,Life Sciences,2180,4,Male,5,Sales Executive,1,Divorced,17731,7,No,25,4,1,5,4,2,20,11,3,0
50,Yes,Non-Travel,706,Sales,19,3,Marketing,2181,1,Male,4,Sales Executive,1,Divorced,19092,2,Yes,14,3,0,32,5,2,3,12,5,4
25,Yes,Travel_Frequently,1025,Sales,27,1,Life Sciences,2182,2,Female,4,Sales Executive,2,Single,8099,9,Yes,18,3,3,11,5,3,14,11,1,15
27,Yes,Travel_Frequently,1002,Research & Development,13,5,Other,2183,1,Male,3,Laboratory Technician,2,Single,15310,1,Yes,24,3,3,4,2,2,37,10,3,6
46,Yes,Travel_Frequently,343,Research & Development,12,2,Life Sciences,2184,4,Male,1,Laboratory Technician,3,Single,2275,3,Yes,14,3,0,30,3,1,11,11,9,4
52,Yes,Travel_Frequently,1391,Sales,11,3,Life Sciences,2185,2,Male,3,Sales Representative,3,Single,5217,9,No,16,4,0,14,3,1,32,1,0,2
20,Yes,Travel_Rarely,114,Research & Development,10,3,Medical,2186,2,Male,2,Research Scientist,4,Single,8054,8,No,18,3,2,29,1,2,37,3,12,16
56,Yes,Non-Travel,478,Research & Development,24,4,Life Sciences,2187,2,Female,4,Research Scientist,2,Single,15684,8,Yes,15,3,0,1,5,4,36,1,1,15
54,Yes,Non-Travel,975,Sales,20,2,Technical Degree,2188,4,Male,4,Sales Representative,2,Married,11216,2,No,21,4,2,35,2,2,14,15,9,9
33,Yes,Non-Travel,342,Research & Development,23,2,Medical,2189,3,Male,5,Research Scientist,1,Married,7797,3,Yes,17,4,1,10,5,4,25,17,1,11
38,Yes,Non-Travel,1055,Sales,17,4,Marketing,2190,4,Male,4,Sales Representative,3,Married,19809,3,Yes,23,4,2,39,0,4,9,0,2,11
43,Yes,Travel_Rarely,499,Research & Development,23,2,Life Sciences,2191,3,Male,3,Laboratory Technician,3,Single,18814,3,No,20,4,1,30,6,4,22,14,14,2
52,Yes,Non-Travel,267,Research & Development,26,4,Technical Degree,2192,4,Female,4,Research Director,4,Married,3314,5,No,18,3,0,7,4,1,4,14,15,10
45,Yes,Non-Travel,409,Research & Development,12,1,Life Sciences,2193,2,Male,2,Laboratory Technician,3,Single,4891,0,Yes,19,3,1,40,0,3,37,6,10,17
25,Yes,Travel_Rarely,1456,Research & Development,27,2,Technical Degree,2194,4,Male,1,Laboratory Technician,1,Single,15790,4,Yes,17,3,2,33,0,3,34,10,7,15
46,Yes,Non-Travel,1099,Research & Development,7,2,Medical,2195,2,Male,4,Research Scientist,3,Married,2019,8,Yes,22,4,1,1,5,2,14,13,0,10
27,Yes,Travel_Rarely,839,Sales,28,2,Medical,2196,3,Male,5,Sales Executive,3,Single,7640,5,No,23,3,0,20,4,4,16,15,1,5
49,Yes,Travel_Rarely,1057,Human Resources,3,1,Human Resources,2197,4,Male,5,Human Resources,2,Divorced,19115,1,Yes,20,4,0,12,5,1,28,17,13,0
29,Yes,Non-Travel,891,Research & Development,21,4,Life Sciences,2198,3,Female,2,Laboratory Technician,3,Single,1866,5,Yes,15,4,1,23,3,4,39,3,13,0
49,Yes,Travel_Rarely,214,Sales,2,4,Marketing,2199,4,Male,5,Sales Executive,3,Single,17498,2,Yes,24,4,3,40,0,4,3,13,1,14
47,Yes,Non-Travel,206,Research & Development,7,5,Life Sciences,2200,2,Male,5,Laboratory Technician,2,Single,15235,9,Yes,17,4,3,19,5,4,16,4,13,7
39,Yes,Travel_Rarely,1256,Research & Development,28,1,Life Sciences,2201,1,Female,5,Research Scientist,4,Married,1703,2,Yes,13,3,0,15,2,1,40,8,12,3
53,Yes,Travel_Frequently,775,Sales,17,1,Life Sciences,2202,3,Male,1,Sales Executive,2,Married,15823,3,Yes,16,3,2,28,0,4,26,4,15,5
44,Yes,Travel_Rarely,1102,Research & Development,13,1,Medical,2203,4,Female,2,Healthcare Representative,4,Married,6002,0,No,18,3,0,2,0,1,33,9,8,9
57,Yes,Travel_Rarely,568,Sales,1,5,Marketing,2204,1,Male,1,Sales Representative,3,Single,12500,2,Yes,11,4,2,23,5,3,35,12,8,6
44,Yes,Travel_Rarely,1200,Sales,5,5,Life Sciences,2205,2,Female,4,Sales Executive,2,Married,15981,3,Yes,21,3,0,19,6,1,28,5,3,8
39,Yes,Travel_Frequently,209,Research & Development,11,2,Life Sciences,2206,2,Male,5,Manufacturing Director,1,Single,14459,1,No,20,4,2,17,1,4,26,14,8,2
21,Yes,Travel_Frequently,426,Research & Development,14,3,Medical,2207,4,Female,2,Laboratory Technician,4,Single,1061,8,No,16,3,1,24,0,4,10,3,8,4
24,Yes,Travel_Frequently,775,Sales,14,2,Technical Degree,2208,3,Female,4,Sales Representative,4,Single,14340,4,No,16,4,2,30,5,3,34,4,7,13
33,Yes,Non-Travel,472,Research & Development,17,3,Life Sciences,2209,4,Male,2,Laboratory Technician,3,Single,16243,6,No,24,3,2,26,4,4,5,14,0,0
26,Yes,Travel_Rarely,1345,Sales,13,3,Marketing,2210,2,Female,3,Sales Representative,3,Single,19189,9,Yes,20,3,1,17,3,4,27,18,7,1
46,Yes,Non-Travel,880,Research & Development,7,4,Life Sciences,2211,2,Male,1,Manufacturing Director,4,Married,12253,2,Yes,11,4,0,8,3,4,8,9,1,13
32,Yes,Travel_Rarely,1061,Research & Development,14,3,Medical,2212,4,Male,1,Healthcare Representative,3,Married,17720,9,Yes,18,3,2,20,0,2,6,3,10,11
53,Yes,Non-Travel,330,Sales,17,4,Marketing,2213,4,Female,2,Sales Executive,2,Married,4263,1,No,15,4,2,18,0,1,0,11,3,5
50,Yes,Non-Travel,1248,Sales,19,2,Medical,2214,3,Male,1,Sales Executive,4,Married,17601,8,No,19,3,3,14,1,3,40,1,6,17
39,Yes,Travel_Rarely,761,Research & Development,11,5,Technical Degree,2215,3,Female,5,Research Scientist,3,Single,16715,5,Yes,16,4,1,12,6,2,19,10,3,4
46,Yes,Non-Travel,785,Sales,2,2,Marketing,2216,1,Female,3,Sales Executive,3,Single,14263,3,No,14,4,3,24,5,3,3,0,14,12
53,Yes,Travel_Frequently,515,Research & Development,3,3,Technical Degree,2217,3,Male,4,Research Scientist,2,Single,2346,3,No,14,4,3,34,2,4,27,12,14,9
31,Yes,Travel_Frequently,175,Research & Development,4,3,Medical,2218,3,Male,3,Research Scientist,3,Single,2082,1,Yes,11,3,0,16,2,1,26,13,5,7
46,Yes,Travel_Rarely,907,Research & Development,17,5,Medical,2219,4,Male,1,Laboratory Technician,1,Married,9746,4,Yes,11,4,2,7,4,4,13,12,1,4
42,Yes,Travel_Frequently,768,Research & Development,14,2,Life Sciences,2220,1,Female,1,Laboratory Technician,3,Married,16688,6,No,18,3,3,8,6,3,9,5,7,16
58,Yes,Non-Travel,908,Research & Development,18,4,Life Sciences,2221,3,Male,3,Laboratory Technician,2,Single,3929,5,Yes,21,3,0,34,5,4,9,17,2,13
42,Yes,Travel_Rarely,721,Research & Development,24,2,Medical,2222,2,Male,4,Manufacturing Director,4,Divorced,15505,7,No,16,4,0,13,5,4,12,7,9,16
31,Yes,Travel_Rarely,617,Research & Development,16,1,Medical,2223,1,Male,1,Laboratory Technician,1,Single,13981,1,No,22,3,2,6,0,3,40,7,4,5
52,Yes,Travel_Rarely,1437,Research & Development,23,3,Life Sciences,2224,1,Male,2,Laboratory Technician,1,Single,6092,6,No,25,3,0,19,5,4,19,2,0,1
55,Yes,Travel_Frequently,1092,Research & Development,17,1,Life Sciences,2225,3,Male,5,Manager,1,Married,4557,4,Yes,12,4,0,8,1,2,30,14,9,14
57,Yes,Travel_Frequently,887,Research & Development,19,4,Life Sciences,2226,2,Male,4,Laboratory Technician,3,Divorced,5599,4,Yes,18,4,3,15,0,4,17,1,4,5
35,Yes,Non-Travel,536,Research & Development,13,4,Medical,2227,1,Male,4,Laboratory Technician,1,Divorced,11877,9,Yes,24,3,3,3,0,2,0,6,13,16
32,Yes,Travel_Frequently,593,Sales,29,3,Marketing,2228,1,Male,2,Sales Executive,2,Single,8072,8,Yes,17,4,3,22,1,2,22,3,14,14
58,Yes,Travel_Rarely,1013,Research & Development,6,5,Life Sciences,2229,3,Male,5,Laboratory Technician,4,Single,6946,4,No,17,3,3,23,6,4,21,12,8,7
28,Yes,Non-Travel,192,Research & Development,15,4,Medical,2230,3,Male,1,Research Scientist,2,Married,5710,4,No,18,3,2,29,3,4,36,4,7,5
25,Yes,Travel_Frequently,344,Research & Development,8,5,Medical,2231,2,Male,3,Research Scientist,4,Married,6769,1,Yes,13,4,3,24,2,3,38,0,0,1
50,Yes,Travel_Frequently,1420,Sales,3,4,Medical,2232,3,Female,3,Sales Executive,4,Married,7470,2,Yes,20,4,3,12,4,2,10,1,5,2
45,Yes,Travel_Frequently,1033,Research & Development,28,2,Other,2233,1,Male,5,Laboratory Technician,2,Married,8900,3,Yes,13,3,3,20,0,1,16,8,13,2
42,Yes,Non-Travel,925,Sales,28,1,Technical Degree,2234,4,Female,3,Sales Representative,4,Single,15799,1,Yes,16,3,1,33,2,4,5,15,11,14
51,Yes,Travel_Frequently,755,Sales,16,2,Marketing,2235,4,Female,5,Sales Representative,1,Single,19703,3,Yes,20,4,0,22,0,1,16,0,15,0
18,Yes,Non-Travel,379,Sales,27,3,Marketing,2236,4,Male,2,Sales Executive,4,Single,1913,6,No,12,3,1,0,5,4,4,5,10,8
34,Yes,Travel_Rarely,1448,Sales,25,1,Marketing,2237,3,Male,3,Sales Executive,4,Married,5061,0,Yes,12,4,3,21,2,2,2,6,1,13
29,Yes,Non-Travel,756,Sales,18,2,Life Sciences,2238,4,Female,5,Sales Representative,3,Single,7592,7,No,13,4,1,31,3,2,38,0,0,7
40,Yes,Non-Travel,855,Sales,21,5,Marketing,2239,3,Male,1,Sales Executive,2,Single,7981,4,Yes,19,4,0,19,1,2,27,18,0,5
52,Yes,Travel_Rarely,1238,Research & Development,29,1,Technical Degree,2240,1,Male,3,Research Scientist,2,Single,5040,8,No,21,4,0,19,1,4,18,7,4,2
43,Yes,Travel_Rarely,557,Research & Development,13,4,Technical Degree,2241,2,Male,1,Research Scientist,3,Single,9508,0,Yes,14,3,2,20,3,4,18,3,12,12
25,Yes,Travel_Rarely,1058,Research & Development,29,2,Medical,2242,3,Male,4,Laboratory Technician,4,Married,14962,1,No,23,3,3,27,2,1,36,7,3,6
59,Yes,Non-Travel,1081,Sales,7,3,Technical Degree,2243,4,Female,4,Sales Representative,3,Single,1421,7,Yes,12,4,2,9,0,3,22,9,5,11
21,Yes,Non-Travel,1217,Sales,13,2,Marketing,2244,1,Female,1,Sales Representative,4,Divorced,10352,0,No,14,4,0,11,5,1,37,7,0,14
51,Yes,Travel_Frequently,589,Research & Development,19,1,Technical Degree,2245,4,Female,1,Research Scientist,1,Married,19778,8,No,24,4,1,14,3,4,8,0,14,10
35,Yes,Non-Travel,305,Human Resources,22,2,Technical Degree,2246,4,Male,5,Human Resources,2,Single,3051,3,No,19,3,0,8,6,3,31,10,14,17
51,Yes,Travel_Frequently,1161,Research & Development,16,4,Medical,2247,3,Male,5,Manager,4,Married,15010,8,Yes,18,4,1,22,6,2,27,5,4,10
45,Yes,Travel_Rarely,1039,Research & Development,1,1,Medical,2248,1,Male,5,Laboratory Technician,4,Divorced,15494,2,No,21,3,1,36,1,1,29,1,9,5
51,Yes,Travel_Rarely,964,Research & Development,26,4,Life Sciences,2249,3,Male,3,Healthcare Representative,1,Married,5764,0,No,18,3,3,10,5,2,33,12,3,11
24,Yes,Travel_Rarely,742,Human Resources,22,5,Human Resources,2250,1,Female,5,Human Resources,4,Divorced,10409,3,Yes,22,4,2,27,5,2,12,10,12,13
41,Yes,Travel_Frequently,966,Research & Development,4,3,Technical Degree,2251,1,Male,5,Laboratory Technician,2,Single,14061,6,No,24,3,0,20,5,3,22,18,1,7
20,Yes,Travel_Rarely,360,Human Resources,27,4,Life Sciences,2252,4,Female,4,Human Resources,3,Divorced,5831,2,Yes,16,3,2,15,3,2,22,8,10,6
23,Yes,Travel_Rarely,987,Sales,4,4,Marketing,2253,3,Male,5,Sales Representative,2,Single,13852,4,Yes,19,3,1,1,1,1,37,5,15,14
45,Yes,Travel_Frequently,1393,Research & Development,7,5,Technical Degree,2254,1,Male,3,Laboratory Technician,4,Single,3983,0,Yes,14,3,0,25,1,2,15,0,9,6
27,Yes,Travel_Frequently,322,Sales,20,3,Other,2255,2,Male,3,Sales Executive,1,Married,9617,7,No,25,4,0,33,5,3,40,13,3,3
59,Yes,Travel_Frequently,324,Research & Development,20,4,Life Sciences,2256,3,Female,3,Laboratory Technician,3,Married,16012,3,Yes,11,4,0,2,3,2,17,5,1,0
60,Yes,Travel_Rarely,1172,Sales,10,2,Life Sciences,2257,3,Male,5,Sales Representative,3,Married,12355,2,No,20,3,0,20,3,3,28,6,9,13
30,Yes,Travel_Frequently,677,Sales,13,4,Medical,2258,2,Male,5,Sales Executive,4,Divorced,6678,2,No,21,4,2,33,2,2,7,15,11,12
18,Yes,Non-Travel,369,Sales,18,2,Marketing,2259,4,Male,2,Sales Representative,1,Divorced,5617,4,No,13,3,0,1,1,2,35,11,15,14
47,Yes,Travel_Frequently,1136,Sales,11,5,Life Sciences,2260,1,Female,2,Sales Executive,4,Married,10861,2,No,12,3,0,2,5,3,29,14,10,0
42,Yes,Travel_Rarely,421,Research & Development,19,1,Medical,2261,1,Male,4,Research Scientist,4,Single,4148,8,Yes,13,3,0,18,5,1,35,15,4,4
46,Yes,Travel_Frequently,1118,Research & Development,8,2,Life Sciences,2262,4,Male,2,Research Scientist,3,Single,1068,8,Yes,21,4,1,16,5,1,33,18,1,4
50,Yes,Travel_Frequently,129,Sales,3,2,Life Sciences,2263,3,Female,1,Sales Executive,1,Single,4203,5,No,25,4,2,20,0,3,5,16,13,13
32,Yes,Non-Travel,192,Sales,7,3,Technical Degree,2264,2,Male,3,Sales Executive,3,Married,15406,3,Yes,17,4,3,27,2,1,9,15,0,11
53,Yes,Travel_Frequently,1247,Research & Development,9,4,Life Sciences,2265,1,Female,3,Research Scientist,4,Single,11459,2,Yes,15,4,2,25,6,2,38,11,15,16
47,Yes,Travel_Frequently,1069,Research & Development,29,1,Medical,2266,2,Male,1,Research Scientist,4,Divorced,6768,0,Yes,22,4,2,31,1,1,4,15,2,5
19,Yes,Non-Travel,340,Research & Development,15,5,Other,2267,3,Male,5,Research Scientist,3,Single,17397,5,Yes,16,3,3,33,4,2,14,18,4,13
60,Yes,Travel_Rarely,308,Sales,21,3,Life Sciences,2268,1,Female,4,Sales Executive,4,Single,16998,3,Yes,17,3,1,8,1,4,24,10,2,10
34,Yes,Travel_Rarely,1073,Research & Development,19,3,Medical,2269,1,Male,3,Manager,4,Married,6984,3,Yes,25,3,3,11,0,3,13,6,1,10
23,Yes,Travel_Rarely,659,Sales,26,2,Technical Degree,2270,2,Male,4,Sales Executive,4,Single,4500,4,No,25,4,3,38,3,1,15,12,15,17
48,Yes,Non-Travel,274,Research & Development,6,3,Life Sciences,2271,4,Male,2,Laboratory Technician,1,Married,13202,2,Yes,14,4,3,3,2,3,22,13,5,1
27,Yes,Travel_Rarely,337,Research & Development,29,3,Life Sciences,2272,1,Female,3,Laboratory Technician,1,Married,5772,5,Yes,13,4,3,1,1,3,33,4,9,10
49,Yes,Non-Travel,714,Sales,14,1,Marketing,2273,4,Female,1,Sales Executive,4,Single,17149,7,No,25,3,1,7,2,4,28,14,11,6
35,Yes,Travel_Rarely,657,Research & Development,20,2,Life Sciences,2274,4,Male,2,Research Director,1,Single,4684,6,Yes,23,3,3,29,0,2,27,2,9,15
23,Yes,Non-Travel,1265,Research & Development,18,3,Medical,2275,4,Male,2,Research Scientist,2,Single,18767,8,No,13,3,3,35,0,2,11,2,9,2
58,Yes,Travel_Rarely,196,Sales,8,5,Marketing,2276,2,Female,4,Sales Executive,2,Married,15918,4,No,24,4,2,20,3,3,8,11,15,4
37,Yes,Non-Travel,1195,Sales,18,1,Medical,2277,1,Male,2,Sales Executive,2,Single,14814,7,No,22,4,2,15,0,4,16,15,7,4
21,Yes,Non-Travel,645,Research & Development,6,3,Medical,2278,1,Female,3,Research Scientist,3,Married,7028,3,Yes,11,3,1,28,5,4,23,8,4,8
24,Yes,Travel_Frequently,302,Research & Development,19,5,Life Sciences,2279,1,Female,5,Research Scientist,2,Divorced,8601,9,Yes,14,3,1,25,1,4,3,13,9,5
28,Yes,Travel_Rarely,1029,Sales,16,2,Medical,2280,1,Female,4,Sales Representative,4,Divorced,3764,1,Yes,24,4,0,34,2,3,1,6,0,12
38,Yes,Non-Travel,153,Research & Development,16,3,Life Sciences,2281,3,Male,4,Laboratory Technician,1,Single,2288,1,Yes,17,3,0,7,2,1,28,2,6,5
47,Yes,Travel_Rarely,1100,Research & Development,19,5,Life Sciences,2282,2,Male,5,Laboratory Technician,2,Divorced,1332,0,Yes,25,3,3,29,6,2,10,11,5,9
20,Yes,Travel_Frequently,616,Sales,23,5,Medical,2283,1,Female,2,Sales Representative,3,Single,12696,2,No,19,4,0,37,0,1,37,3,4,8
29,Yes,Non-Travel,866,Research & Development,10,4,Other,2284,2,Female,2,Research Scientist,3,Single,11322,0,No,18,4,0,5,3,1,36,2,8,11
42,Yes,Non-Travel,262,Research & Development,16,2,Life Sciences,2285,1,Female,2,Manufacturing Director,3,Married,1302,8,Yes,19,3,2,2,2,2,40,15,7,13
33,Yes,Non-Travel,1074,Research & Development,20,4,Life Sciences,2286,4,Female,2,Laboratory Technician,1,Divorced,16869,3,Yes,25,4,1,29,4,1,21,12,13,9
35,Yes,Non-Travel,559,Research & Development,9,5,Medical,2287,1,Male,1,Laboratory Technician,3,Married,19269,1,Yes,17,4,1,7,3,4,26,17,9,3
39,Yes,Non-Travel,448,Sales,20,3,Marketing,2288,1,Male,1,Sales Representative,2,Married,13007,4,Yes,14,4,1,36,4,2,28,2,10,2
25,Yes,Travel_Rarely,1032,Sales,26,5,Other,2289,1,Male,3,Sales Representative,3,Single,18430,8,Yes,21,4,2,7,5,2,2,13,13,9
47,Yes,Travel_Rarely,684,Research & Development,8,2,Technical Degree,2290,4,Male,3,Laboratory Technician,4,Single,11403,2,No,15,3,3,25,4,4,11,10,5,9
53,Yes,Non-Travel,1352,Sales,19,1,Life Sciences,2291,3,Male,4,Sales Executive,1,Married,6860,6,Yes,21,4,0,22,4,4,20,1,0,4
45,Yes,Travel_Rarely,1075,Sales,11,4,Life Sciences,2292,4,Male,1,Sales Executive,3,Married,19018,4,No,12,3,3,17,1,1,23,7,5,1
55,Yes,Travel_Rarely,1402,Research & Development,27,2,Technical Degree,2293,4,Male,2,Research Scientist,2,Single,15718,1,No,18,3,1,11,4,2,12,7,0,2
